67.827	67.827	82.4338	38.0926	38.0926	82.12	86.5215	86.5215	126.59	165.098	165.098	222.544	300.308	300.308	252.124	
67.827	67.827	82.4338	38.0926	38.0926	82.12	86.5215	86.5215	126.59	165.098	165.098	222.544	300.308	300.308	252.124	
49.5258	49.5258	54.765	22.212	22.212	35.7676	32.9183	32.9183	36.6837	38.9089	38.9089	33.693	32.0943	32.0943	42.607	
46.6682	46.6682	57.1197	24.6001	24.6001	44.4344	46.6418	46.6418	62.8692	80.6905	80.6905	103.91	138.746	138.746	104.739	
46.6682	46.6682	57.1197	24.6001	24.6001	44.4344	46.6418	46.6418	62.8692	80.6905	80.6905	103.91	138.746	138.746	104.739	
45.8075	45.8075	55.462	23.7504	23.7504	41.2492	42.4645	42.4645	54.0122	66.5372	66.5372	78.6666	97.9728	97.9728	51.4381	
45.3773	45.3773	55.3001	23.6715	23.6715	41.4405	42.9984	42.9984	55.4738	69.3944	69.3944	84.4451	108.213	108.213	66.4677	
45.3773	45.3773	55.3001	23.6715	23.6715	41.4405	42.9984	42.9984	55.4738	69.3944	69.3944	84.4451	108.213	108.213	66.4677	
45.3773	45.3773	55.3001	23.6715	23.6715	41.4405	42.9984	42.9984	55.4738	69.3944	69.3944	84.4451	108.213	108.213	66.4677	
45.8075	45.8075	55.462	23.7504	23.7504	41.2492	42.4645	42.4645	54.0122	66.5372	66.5372	78.6666	97.9728	97.9728	51.4381	
45.8075	45.8075	55.462	23.7504	23.7504	41.2492	42.4645	42.4645	54.0122	66.5372	66.5372	78.6666	97.9728	97.9728	51.4381	
46.6682	46.6682	57.1197	24.6001	24.6001	44.4344	46.6418	46.6418	62.8692	80.6905	80.6905	103.91	138.746	138.746	104.739	
49.5258	49.5258	54.765	22.212	22.212	35.7676	32.9183	32.9183	36.6837	38.9089	38.9089	33.693	32.0943	32.0943	42.607	
49.5258	49.5258	54.765	22.212	22.212	35.7676	32.9183	32.9183	36.6837	38.9089	38.9089	33.693	32.0943	32.0943	42.607	
67.827	67.827	82.4338	38.0926	38.0926	82.12	86.5215	86.5215	126.59	165.098	165.098	222.544	300.308	300.308	252.124	
